idiom_token,label,num_of_examples,total,idiomaticity_ratio,degree_of_idiomaticity,ccnews_rarity,morphology_type
IDtalkturkeyID,literal,0,4,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDhonoursareevenID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhonoursareevenID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgotothedogsID,idiom,17,18,0.9444444444444444,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgotothedogsID,literal,1,18,0.05555555555555555,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDlongtimenoseeID,idiom,3,3,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDlongtimenoseeID,literal,0,3,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDmyfootID,idiom,1,3,0.3333333333333333,ambiguous,ccnews_very_rare,moderate_morphology
IDmyfootID,literal,2,3,0.6666666666666666,ambiguous,ccnews_very_rare,moderate_morphology
IDarseaboutfaceID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDarseaboutfaceID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDthejokeisonsomeoneID,idiom,6,6,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDthejokeisonsomeoneID,literal,0,6,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtodieforID,idiom,7,22,0.3181818181818182,ambiguous,ccnews_frequent,no_morphology
IDtodieforID,literal,15,22,0.6818181818181818,ambiguous,ccnews_frequent,no_morphology
IDaddfueltothefireID,idiom,15,16,0.9375,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDaddfueltothefireID,literal,1,16,0.0625,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDcutlooseID,idiom,19,19,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcutlooseID,literal,0,19,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDkickoverthetracesID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkickoverthetracesID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDwearthetrousersID,idiom,7,117,0.05982905982905983,highly_literal,ccnews_very_rare,high_morphology
IDwearthetrousersID,literal,110,117,0.9401709401709402,highly_literal,ccnews_very_rare,high_morphology
IDkickingandscreamingID,idiom,21,24,0.875,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkickingandscreamingID,literal,3,24,0.125,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtakethepissID,idiom,97,98,0.9897959183673469,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtakethepissID,literal,1,98,0.01020408163265306,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDturnheadsID,idiom,6,135,0.044444444444444446,highly_literal,ccnews_frequent,moderate_morphology
IDturnheadsID,literal,129,135,0.9555555555555556,highly_literal,ccnews_frequent,moderate_morphology
IDbringuptherearID,idiom,42,42,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbringuptherearID,literal,0,42,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDswingsandroundaboutsID,idiom,20,22,0.9090909090909091,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDswingsandroundaboutsID,literal,2,22,0.09090909090909091,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfacetofaceID,idiom,141,143,0.986013986013986,highly_idiomatic,ccnews_frequent,moderate_morphology
IDfacetofaceID,literal,2,143,0.013986013986013986,highly_idiomatic,ccnews_frequent,moderate_morphology
IDnutsandboltsID,idiom,31,53,0.5849056603773585,ambiguous,ccnews_very_rare,moderate_morphology
IDnutsandboltsID,literal,22,53,0.41509433962264153,ambiguous,ccnews_very_rare,moderate_morphology
IDpresentcompanyexceptedID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpresentcompanyexceptedID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdishthedirtID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDdishthedirtID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtoobigforyourbootsID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtoobigforyourbootsID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDasleepatthewheelID,idiom,2,4,0.5,ambiguous,ccnews_frequent,no_morphology
IDasleepatthewheelID,literal,2,4,0.5,ambiguous,ccnews_frequent,no_morphology
IDhavesomeoneontoastID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhavesomeoneontoastID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgatherdustID,idiom,30,30,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgatherdustID,literal,0,30,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrubshouldersID,idiom,62,62,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrubshouldersID,literal,0,62,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbellsandwhistlesID,idiom,10,10,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDbellsandwhistlesID,literal,0,10,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDgoitaloneID,idiom,101,102,0.9901960784313726,highly_idiomatic,ccnews_frequent,moderate_morphology
IDgoitaloneID,literal,1,102,0.00980392156862745,highly_idiomatic,ccnews_frequent,moderate_morphology
IDthatmakestwoofusID,idiom,7,7,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDthatmakestwoofusID,literal,0,7,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtakethecountID,idiom,1,4,0.25,ambiguous,ccnews_moderately_rare,moderate_morphology
IDtakethecountID,literal,3,4,0.75,ambiguous,ccnews_moderately_rare,moderate_morphology
IDputasockinitID,idiom,6,6,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDputasockinitID,literal,0,6,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfullofthejoysofspringID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfullofthejoysofspringID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDdieonthevineID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDdieonthevineID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtalkofthedevilID,idiom,7,7,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtalkofthedevilID,literal,0,7,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDmakebrickswithoutstrawID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDmakebrickswithoutstrawID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtaketheplungeID,idiom,89,92,0.967391304347826,highly_idiomatic,ccnews_very_rare,high_morphology
IDtaketheplungeID,literal,3,92,0.03260869565217391,highly_idiomatic,ccnews_very_rare,high_morphology
IDcutyourlossesID,idiom,7,8,0.875,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcutyourlossesID,literal,1,8,0.125,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDkeepyourpeckerupID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkeepyourpeckerupID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgivesomeoneapieceofyourmindID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgivesomeoneapieceofyourmindID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtothemaxID,idiom,7,8,0.875,highly_idiomatic,ccnews_frequent,moderate_morphology
IDtothemaxID,literal,1,8,0.125,highly_idiomatic,ccnews_frequent,moderate_morphology
IDloseyourmarblesID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDloseyourmarblesID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDerronthesideofID,idiom,36,36,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDerronthesideofID,literal,0,36,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDgopublicID,idiom,137,138,0.9927536231884058,highly_idiomatic,ccnews_frequent,moderate_morphology
IDgopublicID,literal,1,138,0.007246376811594203,highly_idiomatic,ccnews_frequent,moderate_morphology
IDsadsackID,idiom,2,2,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDsadsackID,literal,0,2,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDputyourfootdownID,idiom,15,18,0.8333333333333334,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDputyourfootdownID,literal,3,18,0.16666666666666666,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDeconomicalwiththetruthID,idiom,12,12,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDeconomicalwiththetruthID,literal,0,12,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDpureandsimpleID,idiom,33,33,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpureandsimpleID,literal,0,33,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDoutonalimbID,idiom,37,37,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDoutonalimbID,literal,0,37,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDoverthecounterID,idiom,94,111,0.8468468468468469,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDoverthecounterID,literal,17,111,0.15315315315315314,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDforafricaID,idiom,0,54,0.0,highly_literal,ccnews_frequent,no_morphology
IDforafricaID,literal,54,54,1.0,highly_literal,ccnews_frequent,no_morphology
IDbuggerallID,idiom,23,23,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDbuggerallID,literal,0,23,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDtreadwaterID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtreadwaterID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrainorshineID,idiom,14,14,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDrainorshineID,literal,0,14,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDneverthetwainshallmeetID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDneverthetwainshallmeetID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDhearttoheartID,idiom,16,16,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDhearttoheartID,literal,0,16,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDstickinyourcrawID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDstickinyourcrawID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdownthetubesID,idiom,7,22,0.3181818181818182,ambiguous,ccnews_moderately_rare,moderate_morphology
IDdownthetubesID,literal,15,22,0.6818181818181818,ambiguous,ccnews_moderately_rare,moderate_morphology
IDdowntothewireID,idiom,4,4,1.0,highly_idiomatic,ccnews_frequent,no_morphology
IDdowntothewireID,literal,0,4,0.0,highly_idiomatic,ccnews_frequent,no_morphology
IDlivealieID,idiom,16,16,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDlivealieID,literal,0,16,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDholdcourtID,idiom,43,52,0.8269230769230769,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDholdcourtID,literal,9,52,0.17307692307692307,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDfewandfarbetweenID,idiom,101,101,1.0,highly_idiomatic,ccnews_frequent,no_morphology
IDfewandfarbetweenID,literal,0,101,0.0,highly_idiomatic,ccnews_frequent,no_morphology
IDneversaydieID,idiom,12,12,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDneversaydieID,literal,0,12,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDgivesomeonetheslipID,idiom,30,31,0.967741935483871,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgivesomeonetheslipID,literal,1,31,0.03225806451612903,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDonceinabluemoonID,idiom,12,12,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDonceinabluemoonID,literal,0,12,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDboyswillbeboysID,idiom,9,10,0.9,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDboyswillbeboysID,literal,1,10,0.1,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDpyrrhicvictoryID,idiom,8,8,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDpyrrhicvictoryID,literal,0,8,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDholdwaterID,idiom,20,56,0.35714285714285715,ambiguous,ccnews_moderately_rare,high_morphology
IDholdwaterID,literal,36,56,0.6428571428571429,ambiguous,ccnews_moderately_rare,high_morphology
IDinyourelementID,idiom,1,1,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDinyourelementID,literal,0,1,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDlookonthebrightsideID,idiom,46,46,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDlookonthebrightsideID,literal,0,46,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhittheroadID,idiom,32,37,0.8648648648648649,highly_idiomatic,ccnews_frequent,moderate_morphology
IDhittheroadID,literal,5,37,0.13513513513513514,highly_idiomatic,ccnews_frequent,moderate_morphology
IDspitbloodID,idiom,1,6,0.16666666666666666,highly_literal,ccnews_moderately_rare,no_morphology
IDspitbloodID,literal,5,6,0.8333333333333334,highly_literal,ccnews_moderately_rare,no_morphology
IDwipesomeoneseyeID,idiom,0,38,0.0,highly_literal,ccnews_very_rare,moderate_morphology
IDwipesomeoneseyeID,literal,38,38,1.0,highly_literal,ccnews_very_rare,moderate_morphology
IDsticktoyourgunsID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDsticktoyourgunsID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDnopeaceforthewickedID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDnopeaceforthewickedID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDthrowawobblyID,idiom,11,11,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDthrowawobblyID,literal,0,11,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDplaytothegalleryID,idiom,7,7,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDplaytothegalleryID,literal,0,7,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtaketothehillsID,idiom,13,18,0.7222222222222222,ambiguous,ccnews_very_rare,moderate_morphology
IDtaketothehillsID,literal,5,18,0.2777777777777778,ambiguous,ccnews_very_rare,moderate_morphology
IDgivesomeonethecreepsID,idiom,25,25,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgivesomeonethecreepsID,literal,0,25,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpushtheboatoutID,idiom,5,7,0.7142857142857143,ambiguous,ccnews_moderately_rare,moderate_morphology
IDpushtheboatoutID,literal,2,7,0.2857142857142857,ambiguous,ccnews_moderately_rare,moderate_morphology
IDinthedriversseatID,idiom,1,16,0.0625,highly_literal,ccnews_very_rare,no_morphology
IDinthedriversseatID,literal,15,16,0.9375,highly_literal,ccnews_very_rare,no_morphology
IDbeattheclockID,idiom,8,8,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDbeattheclockID,literal,0,8,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDbellthecatID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbellthecatID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDsweeptheboardID,idiom,27,29,0.9310344827586207,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDsweeptheboardID,literal,2,29,0.06896551724137931,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbehindthescenesID,idiom,135,140,0.9642857142857143,highly_idiomatic,ccnews_frequent,moderate_morphology
IDbehindthescenesID,literal,5,140,0.03571428571428571,highly_idiomatic,ccnews_frequent,moderate_morphology
IDattheendofthedayID,idiom,116,147,0.7891156462585034,ambiguous,ccnews_frequent,high_morphology
IDattheendofthedayID,literal,31,147,0.2108843537414966,ambiguous,ccnews_frequent,high_morphology
IDpoundthepavementID,idiom,2,2,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpoundthepavementID,literal,0,2,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDheavyhitterID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDheavyhitterID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDyoucanthaveyourcakeandeatitID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDyoucanthaveyourcakeandeatitID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDblowyourowntrumpetID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDblowyourowntrumpetID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgobeggingID,idiom,14,17,0.8235294117647058,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgobeggingID,literal,3,17,0.17647058823529413,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDinlightofID,idiom,160,170,0.9411764705882353,highly_idiomatic,ccnews_frequent,moderate_morphology
IDinlightofID,literal,10,170,0.058823529411764705,highly_idiomatic,ccnews_frequent,moderate_morphology
IDfastandfuriousID,idiom,28,28,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDfastandfuriousID,literal,0,28,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDcatchsomeonenappingID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcatchsomeonenappingID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgetonsomeonesnervesID,idiom,77,77,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgetonsomeonesnervesID,literal,0,77,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDonthehouseID,idiom,4,111,0.036036036036036036,highly_literal,ccnews_frequent,high_morphology
IDonthehouseID,literal,107,111,0.963963963963964,highly_literal,ccnews_frequent,high_morphology
IDturnablindeyeID,idiom,119,119,1.0,highly_idiomatic,ccnews_frequent,high_morphology
IDturnablindeyeID,literal,0,119,0.0,highly_idiomatic,ccnews_frequent,high_morphology
IDsellyoursoulID,idiom,4,4,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDsellyoursoulID,literal,0,4,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtiredandemotionalID,idiom,5,6,0.8333333333333334,highly_idiomatic,ccnews_very_rare,no_morphology
IDtiredandemotionalID,literal,1,6,0.16666666666666666,highly_idiomatic,ccnews_very_rare,no_morphology
IDhithomeID,idiom,40,41,0.975609756097561,highly_idiomatic,ccnews_frequent,moderate_morphology
IDhithomeID,literal,1,41,0.024390243902439025,highly_idiomatic,ccnews_frequent,moderate_morphology
IDducksoupID,idiom,1,1,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDducksoupID,literal,0,1,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDcomewiththeterritoryID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcomewiththeterritoryID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtimeandtidewaitfornomanID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtimeandtidewaitfornomanID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDrockbottomID,idiom,90,90,1.0,highly_idiomatic,ccnews_frequent,no_morphology
IDrockbottomID,literal,0,90,0.0,highly_idiomatic,ccnews_frequent,no_morphology
IDgobananasID,idiom,16,16,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgobananasID,literal,0,16,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcrywolfID,idiom,11,11,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcrywolfID,literal,0,11,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDsonganddanceID,idiom,23,55,0.41818181818181815,ambiguous,ccnews_frequent,moderate_morphology
IDsonganddanceID,literal,32,55,0.5818181818181818,ambiguous,ccnews_frequent,moderate_morphology
IDgetdowntobrasstacksID,idiom,2,2,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDgetdowntobrasstacksID,literal,0,2,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDraisecainID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDraisecainID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDonthedoubleID,idiom,5,20,0.25,ambiguous,ccnews_moderately_rare,moderate_morphology
IDonthedoubleID,literal,15,20,0.75,ambiguous,ccnews_moderately_rare,moderate_morphology
IDplayballID,idiom,12,92,0.13043478260869565,highly_literal,ccnews_frequent,high_morphology
IDplayballID,literal,80,92,0.8695652173913043,highly_literal,ccnews_frequent,high_morphology
IDchewthecudID,idiom,6,7,0.8571428571428571,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDchewthecudID,literal,1,7,0.14285714285714285,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDincahootsID,idiom,13,13,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDincahootsID,literal,0,13,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDwordofmouthID,idiom,106,106,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDwordofmouthID,literal,0,106,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDtemptprovidenceID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtemptprovidenceID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDonthepullID,idiom,3,7,0.42857142857142855,ambiguous,ccnews_moderately_rare,moderate_morphology
IDonthepullID,literal,4,7,0.5714285714285714,ambiguous,ccnews_moderately_rare,moderate_morphology
IDgildthelilyID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgildthelilyID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDthedieiscastID,idiom,17,17,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDthedieiscastID,literal,0,17,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDasluckwouldhaveitID,idiom,28,28,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDasluckwouldhaveitID,literal,0,28,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDeverydoghasitsdayID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDeverydoghasitsdayID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgetyourhandsdirtyID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDgetyourhandsdirtyID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDbabeinarmsID,idiom,9,9,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDbabeinarmsID,literal,0,9,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDhorsesforcoursesID,idiom,11,11,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDhorsesforcoursesID,literal,0,11,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDthewholeshootingmatchID,idiom,8,8,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDthewholeshootingmatchID,literal,0,8,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDeasiersaidthandoneID,idiom,46,46,1.0,highly_idiomatic,ccnews_frequent,no_morphology
IDeasiersaidthandoneID,literal,0,46,0.0,highly_idiomatic,ccnews_frequent,no_morphology
IDsweatbloodID,idiom,3,4,0.75,ambiguous,ccnews_very_rare,no_morphology
IDsweatbloodID,literal,1,4,0.25,ambiguous,ccnews_very_rare,no_morphology
IDbyalongshotID,idiom,5,5,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDbyalongshotID,literal,0,5,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDseeredID,idiom,21,32,0.65625,ambiguous,ccnews_frequent,moderate_morphology
IDseeredID,literal,11,32,0.34375,ambiguous,ccnews_frequent,moderate_morphology
IDworktoruleID,idiom,21,21,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDworktoruleID,literal,0,21,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDbytheseatofyourpantsID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDbytheseatofyourpantsID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDilleatmyhatID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDilleatmyhatID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDjumponthebandwagonID,idiom,36,37,0.972972972972973,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDjumponthebandwagonID,literal,1,37,0.02702702702702703,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpractisewhatyoupreachID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDpractisewhatyoupreachID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtopbananaID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtopbananaID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDclaimtofameID,idiom,51,51,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDclaimtofameID,literal,0,51,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDlivewireID,idiom,9,16,0.5625,ambiguous,ccnews_moderately_rare,moderate_morphology
IDlivewireID,literal,7,16,0.4375,ambiguous,ccnews_moderately_rare,moderate_morphology
IDmakeheadortailofID,idiom,9,9,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDmakeheadortailofID,literal,0,9,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDwalktheplankID,idiom,4,7,0.5714285714285714,ambiguous,ccnews_moderately_rare,moderate_morphology
IDwalktheplankID,literal,3,7,0.42857142857142855,ambiguous,ccnews_moderately_rare,moderate_morphology
IDbelowparID,idiom,45,45,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbelowparID,literal,0,45,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDlasthurrahID,idiom,2,2,1.0,highly_idiomatic,ccnews_frequent,no_morphology
IDlasthurrahID,literal,0,2,0.0,highly_idiomatic,ccnews_frequent,no_morphology
IDoutofthequestionID,idiom,158,161,0.9813664596273292,highly_idiomatic,ccnews_frequent,moderate_morphology
